,Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,Matches,LgRank,MP,Matches,Playing Time : MP,Matches
207,Ki Jana Hoever,2020-2021,18,Wolves,eng ENG,FA Cup,3,2,186,2.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
208,Ki Jana Hoever,2021-2022,19,Wolves,eng ENG,EFL Cup,2,2,210,2.3,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.43,0.43,0.00,0.43,,,,,,Matches,,,,,,
209,Ki Jana Hoever,2022-2023,20,Stoke City,eng ENG,2. Championship,15,11,1041,11.6,4,1,5,4,0,0,0,0,1.9,1.9,1.9,3.8,15,40,63,0.35,0.09,0.43,0.35,0.43,0.16,0.16,0.33,0.16,0.33,Matches,,,,,,
210,Ki Jana Hoever,2023-2024,21,Stoke City,eng ENG,2. Championship,40,35,3072,34.1,4,5,9,4,0,0,4,0,2.5,2.5,3.7,6.2,51,190,125,0.12,0.15,0.26,0.12,0.26,0.07,0.11,0.18,0.07,0.18,Matches,,,,,,
211,Ki Jana Hoever,2024-2025,22,Auxerre,fr FRA,1. Ligue 1,13,12,947,10.5,0,1,1,0,0,0,2,1,0.1,0.1,1.0,1.1,23,37,53,0.00,0.10,0.10,0.00,0.10,0.01,0.10,0.10,0.01,0.10,Matches,,,,,,
232,Caoimhin Kelleher,2016-2017,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
233,Caoimhin Kelleher,2017-2018,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,5,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
234,Caoimhin Kelleher,2018-2019,19,Liverpool,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
235,Caoimhin Kelleher,2019-2020,20,Liverpool,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
236,Caoimhin Kelleher,2020-2021,21,Liverpool,,1. Champions Lg,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
237,Caoimhin Kelleher,2021-2022,22,Liverpool,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
238,Caoimhin Kelleher,2022-2023,23,Liverpool,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
239,Caoimhin Kelleher,2023-2024,24,Liverpool,eng ENG,EFL Cup,6,6,570,6.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
240,Caoimhin Kelleher,2024-2025,25,Liverpool,,1. Champions Lg,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
261,Andy Lonergan,2010-2011,26,Preston,eng ENG,2. Championship,29,29,2610,29.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
262,Andy Lonergan,2011-2012,27,Leeds United,eng ENG,2. Championship,35,35,3136,34.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
263,Andy Lonergan,2012-2013,28,Bolton,eng ENG,2. Championship,5,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
264,Andy Lonergan,2013-2014,29,Bolton,eng ENG,2. Championship,17,17,1530,17.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
265,Andy Lonergan,2014-2015,30,Bolton,eng ENG,2. Championship,29,28,2544,28.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Matches,,,,,
266,Andy Lonergan,2015-2016,31,Fulham,eng ENG,2. Championship,29,28,2552,28.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Matches,,,,,
267,Andy Lonergan,2016-2017,32,Wolves,eng ENG,2. Championship,11,9,863,9.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Matches,,,,,
268,Andy Lonergan,2017-2018,33,Leeds United,eng ENG,2. Championship,7,7,630,7.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Matches,,,,,
269,Andy Lonergan,2018-2019,34,Middlesbrough,eng ENG,2. Championship,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
270,Andy Lonergan,2019-2020,35,Liverpool,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
271,Andy Lonergan,2020-2021,36,Stoke City,eng ENG,2. Championship,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
272,Andy Lonergan,2021-2022,37,Everton,eng ENG,EFL Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
273,Andy Lonergan,2022-2023,38,Everton,eng ENG,EFL Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
274,Andy Lonergan,2023-2024,39,Everton,eng ENG,EFL Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
275,Andy Lonergan,2024-2025,40,Wigan Athletic,eng ENG,EFL Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
302,Nathaniel Phillips,2016-2017,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,9,8,710,7.9,1,0,1,1,0,0,1,0,,,,,,,,0.13,0.00,0.13,0.13,0.13,,,,,,Matches,,,,,,
303,Nathaniel Phillips,2017-2018,20,Liverpool,eng ENG,Jr. PL2 — Div. 1,10,10,900,10.0,1,0,1,1,0,0,1,0,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,Matches,,,,,,
304,Nathaniel Phillips,2018-2019,21,Liverpool,eng ENG,Jr. PL2 — Div. 1,7,7,540,6.0,1,0,1,1,0,0,0,0,,,,,,,,0.17,0.00,0.17,0.17,0.17,,,,,,Matches,,,,,,
305,Nathaniel Phillips,2019-2020,22,Stuttgart,de GER,2. 2. Bundesliga,19,16,1413,15.7,0,2,2,0,0,0,4,0,0.5,0.5,0.9,1.5,14,106,9,0.00,0.13,0.13,0.00,0.13,0.03,0.06,0.09,0.03,0.09,Matches,,,,,,
306,Nathaniel Phillips,2020-2021,23,Liverpool,,1. Champions Lg,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,21,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,
307,Nathaniel Phillips,2021-2022,24,Liverpool,,1. Champions Lg,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
308,Nathaniel Phillips,2022-2023,25,Liverpool,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
309,Nathaniel Phillips,2023-2024,26,Celtic,,1. Champions Lg,2,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
310,Nathaniel Phillips,2024-2025,27,Derby County,eng ENG,2. Championship,15,7,721,8.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,1,24,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,,,,,,
330,Idrissa Gana Gueye,2010-2011,20,Lille,,2. Europa Lg,6,6,500,5.6,1,0,1,1,0,0,1,0,,,,,,,,0.18,0.00,0.18,0.18,0.18,,,,,,Matches,,,,,,
331,Idrissa Gana Gueye,2011-2012,21,Lille,,1. Champions Lg,3,1,113,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
332,Idrissa Gana Gueye,2012-2013,22,Lille,,1. Champions Lg,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
333,Idrissa Gana Gueye,2013-2014,23,Lille,fr FRA,1. Ligue 1,37,37,3330,37.0,1,1,2,1,0,0,7,0,,,,,,,,0.03,0.03,0.05,0.03,0.05,,,,,,Matches,,,,,,
334,Idrissa Gana Gueye,2014-2015,24,Lille,,2. Europa Lg,6,6,533,5.9,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
335,Idrissa Gana Gueye,2015-2016,25,Aston Villa,eng ENG,FA Cup,3,2,225,2.5,1,0,1,1,0,0,0,0,,,,,,,,0.40,0.00,0.40,0.40,0.40,,,,,,Matches,,,,,,
336,Idrissa Gana Gueye,2016-2017,26,Everton,eng ENG,EFL Cup,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
337,Idrissa Gana Gueye,2017-2018,27,Everton,eng ENG,EFL Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
338,Idrissa Gana Gueye,2018-2019,28,Everton,eng ENG,EFL Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
339,Idrissa Gana Gueye,2019-2020,29,Paris S-G,,1. Champions Lg,7,7,566,6.3,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,14,33,9,0.00,0.16,0.16,0.00,0.16,0.02,0.03,0.05,0.02,0.05,Matches,,,,,,
340,Idrissa Gana Gueye,2020-2021,30,Paris S-G,,1. Champions Lg,10,7,488,5.4,0,0,0,0,0,0,4,2,0.1,0.1,0.1,0.2,2,10,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,
341,Idrissa Gana Gueye,2021-2022,31,Paris S-G,,1. Champions Lg,7,5,399,4.4,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,6,13,8,0.23,0.00,0.23,0.23,0.23,0.05,0.01,0.06,0.05,0.06,Matches,,,,,,
342,Idrissa Gana Gueye,2022-2023,32,Everton,eng ENG,FA Cup,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
343,Idrissa Gana Gueye,2023-2024,33,Everton,eng ENG,EFL Cup,4,1,196,2.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
344,Idrissa Gana Gueye,2024-2025,34,Everton,eng ENG,EFL Cup,1,0,24,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
360,Juan Bernat,2011-2012,18,Valencia,,2. Europa Lg,2,0,20,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
361,Juan Bernat,2012-2013,19,Valencia,es ESP,1. La Liga,12,6,502,5.6,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.36,0.36,0.00,0.36,,,,,,Matches,,,,,,
362,Juan Bernat,2013-2014,20,Valencia,,2. Europa Lg,13,11,1020,11.3,1,0,1,1,0,0,2,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Matches,,,,,,
363,Juan Bernat,2014-2015,21,Bayern Munich,de GER,1. Bundesliga,31,28,2556,28.4,1,0,1,1,0,0,1,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,Matches,,,,,,
364,Juan Bernat,2015-2016,22,Bayern Munich,de GER,1. Bundesliga,16,13,1149,12.8,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,Matches,,,,,,
365,Juan Bernat,2016-2017,23,Bayern Munich,de GER,1. Bundesliga,18,13,1238,13.8,2,2,4,2,0,0,1,0,,,,,,,,0.15,0.15,0.29,0.15,0.29,,,,,,Matches,,,,,,
366,Juan Bernat,2017-2018,24,Bayern Munich,de GER,1. Bundesliga,11,11,888,9.9,0,2,2,0,0,0,1,0,0.3,0.3,1.5,1.8,24,42,102,0.00,0.20,0.20,0.00,0.20,0.03,0.15,0.18,0.03,0.18,Matches,,,,,,
367,Juan Bernat,2018-2019,25,Paris S-G,,1. Champions Lg,8,8,675,7.5,3,0,3,3,0,0,2,0,1.6,1.6,0.6,2.2,25,21,54,0.40,0.00,0.40,0.40,0.40,0.22,0.07,0.29,0.22,0.29,Matches,,,,,,
368,Juan Bernat,2019-2020,26,Paris S-G,,1. Champions Lg,10,10,873,9.7,2,2,4,2,0,0,3,0,0.8,0.8,2.1,2.9,11,29,47,0.21,0.21,0.41,0.21,0.41,0.08,0.22,0.30,0.08,0.30,Matches,,,,,,
369,Juan Bernat,2020-2021,27,Paris S-G,fr FRA,1. Ligue 1,3,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,4,11,16,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,,,,,,
370,Juan Bernat,2021-2022,28,Paris S-G,fr FRA,Coupe de France,1,0,41,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
371,Juan Bernat,2022-2023,29,Paris S-G,,1. Champions Lg,5,3,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,11,18,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,
372,Juan Bernat,2023-2024,30,Benfica,,1. Champions Lg,2,1,111,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,
373,Juan Bernat,2024-2025,31,Villarreal,es ESP,Copa del Rey,2,2,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
393,Abdou Diallo,2014-2015,18,Monaco,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
394,Abdou Diallo,2015-2016,19,Zulte Waregem,be BEL,1. Pro League,33,33,2885,32.1,3,0,3,3,0,0,2,2,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Matches,,,,,,
395,Abdou Diallo,2016-2017,20,Monaco,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
396,Abdou Diallo,2017-2018,21,Mainz 05,de GER,1. Bundesliga,27,27,2415,26.8,2,1,3,2,0,0,5,0,2.3,2.3,0.2,2.5,30,100,24,0.07,0.04,0.11,0.07,0.11,0.09,0.01,0.09,0.09,0.09,Matches,,,,,,
397,Abdou Diallo,2018-2019,22,Dortmund,de GER,1. Bundesliga,28,27,2379,26.4,1,1,2,1,0,0,1,1,1.6,1.6,0.6,2.2,46,125,62,0.04,0.04,0.08,0.04,0.08,0.06,0.02,0.08,0.06,0.08,Matches,,,,,,
398,Abdou Diallo,2019-2020,23,Paris S-G,,1. Champions Lg,3,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
399,Abdou Diallo,2020-2021,24,Paris S-G,,1. Champions Lg,8,6,508,5.6,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,2,11,8,0.00,0.18,0.18,0.00,0.18,0.00,0.12,0.12,0.00,0.12,Matches,,,,,,
400,Abdou Diallo,2021-2022,25,Paris S-G,,1. Champions Lg,2,2,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
401,Abdou Diallo,2022-2023,26,RB Leipzig,de GER,1. Bundesliga,8,5,478,5.3,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,11,24,3,0.19,0.00,0.19,0.19,0.19,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,
420,Eric Maxim Choupo Moting,2010-2011,21,Hamburger SV,de GER,1. Bundesliga,10,4,378,4.2,2,0,2,2,0,0,1,0,,,,,,,,0.48,0.00,0.48,0.48,0.48,,,,,,Matches,,,,,,
421,Eric Maxim Choupo Moting,2011-2012,22,Mainz 05,de GER,1. Bundesliga,34,23,2310,25.7,10,1,11,10,0,0,3,0,,,,,,,,0.39,0.04,0.43,0.39,0.43,,,,,,Matches,,,,,,
422,Eric Maxim Choupo Moting,2012-2013,23,Mainz 05,de GER,1. Bundesliga,8,4,411,4.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
423,Eric Maxim Choupo Moting,2013-2014,24,Mainz 05,de GER,1. Bundesliga,32,19,2039,22.7,10,3,13,7,3,3,1,0,,,,,,,,0.44,0.13,0.57,0.31,0.44,,,,,,Matches,,,,,,
424,Eric Maxim Choupo Moting,2014-2015,25,Schalke 04,de GER,1. Bundesliga,31,30,2548,28.3,9,6,15,7,2,3,0,0,,,,,,,,0.32,0.21,0.53,0.25,0.46,,,,,,Matches,,,,,,
425,Eric Maxim Choupo Moting,2015-2016,26,Schalke 04,de GER,1. Bundesliga,28,21,1864,20.7,6,2,8,6,0,0,1,0,,,,,,,,0.29,0.10,0.39,0.29,0.39,,,,,,Matches,,,,,,
426,Eric Maxim Choupo Moting,2016-2017,27,Schalke 04,de GER,1. Bundesliga,23,19,1686,18.7,3,4,7,2,1,2,1,0,,,,,,,,0.16,0.21,0.37,0.11,0.32,,,,,,Matches,,,,,,
427,Eric Maxim Choupo Moting,2017-2018,28,Stoke City,eng ENG,EFL Cup,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
428,Eric Maxim Choupo Moting,2018-2019,29,Paris S-G,,1. Champions Lg,4,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,0,9,0.00,0.00,0.00,0.00,0.00,0.19,0.49,0.69,0.19,0.69,Matches,,,,,,
429,Eric Maxim Choupo Moting,2019-2020,30,Paris S-G,,1. Champions Lg,6,1,130,1.4,1,0,1,1,0,0,1,0,0.9,0.9,0.6,1.5,3,5,10,0.69,0.00,0.69,0.69,0.69,0.64,0.38,1.02,0.64,1.02,Matches,,,,,,
430,Eric Maxim Choupo Moting,2020-2021,31,Bayern Munich,de GER,1. Bundesliga,22,8,820,9.1,3,0,3,3,0,0,2,0,4.7,4.7,1.5,6.1,9,19,63,0.33,0.00,0.33,0.33,0.33,0.51,0.16,0.67,0.51,0.67,Matches,,,,,,
431,Eric Maxim Choupo Moting,2021-2022,32,Bayern Munich,de GER,1. Bundesliga,20,1,377,4.2,4,2,6,4,0,0,0,0,2.3,2.3,1.0,3.3,7,15,36,0.95,0.48,1.43,0.95,1.43,0.55,0.24,0.79,0.55,0.79,Matches,,,,,,
432,Eric Maxim Choupo Moting,2022-2023,33,Bayern Munich,de GER,1. Bundesliga,19,14,1112,12.4,10,2,12,10,0,1,0,0,6.1,5.3,1.9,7.3,11,43,77,0.81,0.16,0.97,0.81,0.97,0.49,0.16,0.65,0.43,0.59,Matches,,,,,,
433,Eric Maxim Choupo Moting,2023-2024,34,Bayern Munich,de GER,1. Bundesliga,27,7,717,8.0,2,2,4,2,0,0,1,0,4.5,4.5,1.8,6.4,23,21,71,0.25,0.25,0.50,0.25,0.50,0.57,0.23,0.80,0.57,0.80,Matches,,,,,,
454,Tanguy Nianzou,2019-2020,17,Paris S-G,,1. Champions Lg,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,
455,Tanguy Nianzou,2020-2021,18,Bayern Munich,de GER,1. Bundesliga,6,0,118,1.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
456,Tanguy Nianzou,2021-2022,19,Bayern Munich,de GER,1. Bundesliga,17,6,582,6.5,1,1,2,1,0,0,4,0,0.4,0.4,1.5,1.9,6,41,3,0.15,0.15,0.31,0.15,0.31,0.06,0.23,0.29,0.06,0.29,Matches,,,,,,
457,Tanguy Nianzou,2022-2023,20,Bayern Munich,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
458,Tanguy Nianzou,2023-2024,21,Sevilla,,1. Champions Lg,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,
459,Tanguy Nianzou,2024-2025,22,Sevilla,es ESP,1. La Liga,6,6,518,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,4,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
475,Mitchel Bakker,2017-2018,17,Jong Ajax,nl NED,2. Eerste Divisie,16,13,1197,13.3,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,Matches,,,,,,
476,Mitchel Bakker,2018-2019,18,Ajax,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
477,Mitchel Bakker,2019-2020,19,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
478,Mitchel Bakker,2020-2021,20,Paris S-G,,1. Champions Lg,10,3,410,4.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,8,22,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,,,,,,
479,Mitchel Bakker,2021-2022,21,Leverkusen,de GER,1. Bundesliga,25,19,1822,20.2,1,4,5,1,0,0,6,0,0.4,0.4,2.0,2.4,38,77,95,0.05,0.20,0.25,0.05,0.25,0.02,0.10,0.12,0.02,0.12,Matches,,,,,,
480,Mitchel Bakker,2022-2023,22,Leverkusen,de GER,1. Bundesliga,28,19,1659,18.4,3,2,5,3,0,0,6,1,1.7,1.7,2.0,3.6,28,57,65,0.16,0.11,0.27,0.16,0.27,0.09,0.11,0.20,0.09,0.20,Matches,,,,,,
481,Mitchel Bakker,2023-2024,23,Atalanta,it ITA,Coppa Italia,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
482,Mitchel Bakker,2024-2025,24,Lille,,1. Champions Lg,5,3,262,2.9,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,6,9,12,0.34,0.00,0.34,0.34,0.34,0.17,0.06,0.23,0.17,0.23,Matches,,,,,,
504,Marcin Bulka,2017-2018,17,Chelsea,eng ENG,Jr. PL2 — Div. 1,10,10,900,10.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
505,Marcin Bulka,2018-2019,18,Chelsea,eng ENG,Community Shield,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
506,Marcin Bulka,2019-2020,19,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
507,Marcin Bulka,2020-2021,20,Cartagena,es ESP,Copa del Rey,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
508,Marcin Bulka,2021-2022,21,Nice,fr FRA,Coupe de France,5,5,480,5.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
509,Marcin Bulka,2022-2023,22,Nice,,3. Conf Lg,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
510,Marcin Bulka,2023-2024,23,Nice,fr FRA,Coupe de France,4,4,390,4.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
511,Marcin Bulka,2024-2025,24,Nice,,2. Europa Lg,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
532,Adil Aouchiche,2019-2020,17,Paris S-G,fr FRA,Coupe de France,2,1,98,1.1,1,0,1,1,0,0,0,0,,,,,,,,0.92,0.00,0.92,0.92,0.92,,,,,,Matches,,,,,,
533,Adil Aouchiche,2020-2021,18,Saint-Étienne,fr FRA,Coupe de France,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
534,Adil Aouchiche,2021-2022,19,Saint-Étienne,fr FRA,Coupe de France,3,1,124,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
535,Adil Aouchiche,2022-2023,20,Lorient,fr FRA,Coupe de France,2,2,146,1.6,1,3,4,1,0,0,0,0,,,,,,,,0.62,1.85,2.47,0.62,2.47,,,,,,Matches,,,,,,
536,Adil Aouchiche,2023-2024,21,Sunderland,eng ENG,2. Championship,28,10,1102,12.2,2,2,4,1,1,1,2,0,5.0,4.2,3.7,7.9,37,80,104,0.16,0.16,0.33,0.08,0.25,0.41,0.30,0.71,0.34,0.65,Matches,,,,,,
537,Adil Aouchiche,2024-2025,22,Sunderland,eng ENG,2. Championship,3,0,32,0.4,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.1,1,2,5,0.00,2.81,2.81,0.00,2.81,0.20,0.19,0.39,0.20,0.39,Matches,,,,,,
552,Jese,2011-2012,18,Real Madrid,es ESP,1. La Liga,1,0,11,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
