Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches
Pol Lirola,2023-2024,25,Frosinone,it ITA,Coppa Italia,3,2,243,2.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.37,0.37,0.00,0.37,,,,,,Matches,,,,,
Pol Lirola,2024-2025,26,Marseille,fr FRA,1. Ligue 1,7,4,342,3.8,1,1,2,1,0,0,0,0,0.5,0.5,0.2,0.6,4,7,21,0.26,0.26,0.53,0.26,0.53,0.13,0.04,0.17,0.13,0.17,Matches,,,,,
Jon Rowe,2020-2021,17,Norwich City,eng ENG,Jr. PL2 — Div. 2,9,3,341,3.8,1,1,2,1,0,0,0,0,,,,,,,,0.26,0.26,0.53,0.26,0.53,,,,,,Matches,,,,,
Jon Rowe,2021-2022,18,Norwich City,eng ENG,FA Cup,2,0,39,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jon Rowe,2022-2023,19,Norwich City,eng ENG,2. Championship,3,0,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,5,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,,,,,
Jon Rowe,2023-2024,20,Norwich City,eng ENG,2. Championship,32,25,2040,22.7,12,2,14,12,0,0,5,0,5.3,5.3,1.7,7.0,77,56,84,0.53,0.09,0.62,0.53,0.62,0.24,0.07,0.31,0.24,0.31,Matches,,,,,
Jon Rowe,2024-2025,21,Marseille,fr FRA,1. Ligue 1,12,3,382,4.2,2,2,4,2,0,0,2,0,1.7,1.7,2.8,4.5,17,12,40,0.47,0.47,0.94,0.47,0.94,0.39,0.67,1.06,0.39,1.06,Matches,,,,,
Ismael Kone,2022-2023,20,Watford,eng ENG,2. Championship,16,13,1013,11.3,0,1,1,0,0,0,1,0,0.8,0.8,1.0,1.9,25,47,37,0.00,0.09,0.09,0.00,0.09,0.07,0.09,0.17,0.07,0.17,Matches,,,,,
Ismael Kone,2023-2024,21,Watford,eng ENG,2. Championship,42,28,2555,28.4,4,3,7,4,0,0,3,0,2.8,2.8,2.3,5.1,73,151,81,0.14,0.11,0.25,0.14,0.25,0.10,0.08,0.18,0.10,0.18,Matches,,,,,
Ismael Kone,2024-2025,22,Marseille,fr FRA,1. Ligue 1,7,3,315,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,2,8,8,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches,,,,,
Valentin Carboni,2022-2023,17,Inter,,1. Champions Lg,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Valentin Carboni,2023-2024,18,Monza,it ITA,Coppa Italia,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Valentin Carboni,2024-2025,19,Marseille,fr FRA,1. Ligue 1,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,4,8,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches,,,,,
Enzo Sternal,2024-2025,17,Marseille,fr FRA,1. Ligue 1,,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,,2nd,2,Matches,,
Emmanuel Koum Mbondo,2024-2025,18,Marseille,fr FRA,1. Ligue 1,,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2nd,1,Matches,,
Salim Ben Seghir,2020-2021,17,Nice,,2. Europa Lg,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,1,3,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.32,0.16,0.32,Matches,,,,,
Salim Ben Seghir,2021-2022,18,Marseille,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Salim Ben Seghir,2022-2023,19,Marseille,fr FRA,Coupe de France,1,0,6,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Salim Ben Seghir,2024-2025,21,Marseille,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Jeffrey De Lange,2020-2021,22,Twente,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10th,0,Matches,,
Jeffrey De Lange,2021-2022,23,Twente,nl NED,1. Eredivisie,,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4th,2,Matches,,
Jeffrey De Lange,2022-2023,24,Go Ahead Eag,nl NED,1. Eredivisie,,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,11th,34,Matches,,
Jeffrey De Lange,2023-2024,25,Go Ahead Eag,nl NED,1. Eredivisie,,34,3060,34.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,9th,34,Matches,,
Jeffrey De Lange,2024-2025,26,Marseille,fr FRA,1. Ligue 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd,0,Matches,,
Eliesse Ben Seghir,2022-2023,17,Monaco,fr FRA,Coupe de France,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Eliesse Ben Seghir,2023-2024,18,Monaco,fr FRA,Coupe de France,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Eliesse Ben Seghir,2024-2025,19,Monaco,,1. Champions Lg,6,5,355,3.9,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.3,10.0,14.0,32.0,0.25,0.0,0.25,0.25,0.25,0.27,0.06,0.34,0.27,0.34,Matches,,,,,
Takumi Minamino,2020-2021,25,Liverpool,,1. Champions Lg,4,2,186,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,2,6,13,0.00,0.00,0.00,0.00,0.00,0.08,0.30,0.38,0.08,0.38,Matches,,,,,
Takumi Minamino,2021-2022,26,Liverpool,,1. Champions Lg,4,2,217,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,12,7,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches,,,,,
Takumi Minamino,2022-2023,27,Monaco,fr FRA,Coupe de France,1,1,71,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Takumi Minamino,2023-2024,28,Monaco,fr FRA,Coupe de France,1,1,60,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Takumi Minamino,2024-2025,29,Monaco,,1. Champions Lg,5,3,314,3.5,2,1,3,2,0,0,0,0,2.0,2.0,0.4,2.4,4,13,29,0.57,0.29,0.86,0.57,0.86,0.58,0.11,0.69,0.58,0.69,Matches,,,,,
Aleksandr Golovin,2020-2021,24,Monaco,fr FRA,Coupe de France,5,1,214,2.4,1,0,1,1,0,0,0,0,,,,,,,,0.42,0.00,0.42,0.42,0.42,,,,,,Matches,,,,,
Aleksandr Golovin,2021-2022,25,Monaco,fr FRA,Coupe de France,2,1,71,0.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Aleksandr Golovin,2022-2023,26,Monaco,fr FRA,Coupe de France,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Aleksandr Golovin,2023-2024,27,Monaco,fr FRA,Coupe de France,2,2,179,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Aleksandr Golovin,2024-2025,28,Monaco,,1. Champions Lg,6,4,405,4.5,0,1,1,0,0,0,0,0,0.2,0.2,1.0,1.2,5,19,25,0.00,0.22,0.22,0.00,0.22,0.04,0.22,0.27,0.04,0.27,Matches,,,,,
Breel Embolo,2020-2021,23,Gladbach,de GER,1. Bundesliga,31,16,1440,16.0,5,2,7,5,0,0,4,0,7.7,7.7,1.3,9.0,37,31,124,0.31,0.12,0.44,0.31,0.44,0.48,0.08,0.56,0.48,0.56,Matches,,,,,
Breel Embolo,2021-2022,24,Gladbach,de GER,1. Bundesliga,29,24,2166,24.1,9,3,12,9,0,0,3,0,8.4,8.4,4.7,13.1,38,64,158,0.37,0.12,0.50,0.37,0.50,0.36,0.20,0.57,0.36,0.57,Matches,,,,,
Breel Embolo,2022-2023,25,Monaco,,2. Europa Lg,8,3,294,3.3,2,2,4,1,1,1,1,0,2.5,1.7,0.7,2.4,8,10,22,0.61,0.61,1.22,0.31,0.92,0.87,0.23,1.10,0.60,0.83,Matches,,,,,
Breel Embolo,2023-2024,26,Monaco,fr FRA,1. Ligue 1,5,2,182,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,8,7,20,0.49,0.00,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41,Matches,,,,,
Breel Embolo,2024-2025,27,Monaco,,1. Champions Lg,6,6,411,4.6,1,2,3,1,0,0,1,0,2.1,2.1,1.0,3.0,5,8,24,0.22,0.44,0.66,0.22,0.66,0.46,0.21,0.67,0.46,0.67,Matches,,,,,
Caio Henrique Oliveira Silva,2020-2021,23,Monaco,fr FRA,Coupe de France,5,2,255,2.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Caio Henrique Oliveira Silva,2021-2022,24,Monaco,fr FRA,Coupe de France,3,3,265,2.9,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.34,0.34,0.00,0.34,,,,,,Matches,,,,,
Caio Henrique Oliveira Silva,2022-2023,25,Monaco,fr FRA,Coupe de France,1,0,8,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Caio Henrique Oliveira Silva,2023-2024,26,Monaco,fr FRA,1. Ligue 1,9,7,623,6.9,0,5,5,0,0,0,0,0,0.2,0.2,1.3,1.5,16,33,54,0.00,0.72,0.72,0.00,0.72,0.03,0.18,0.22,0.03,0.22,Matches,,,,,
Caio Henrique Oliveira Silva,2024-2025,27,Monaco,,1. Champions Lg,6,4,335,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,10,16,19,0.00,0.00,0.00,0.00,0.00,0.06,0.20,0.25,0.06,0.25,Matches,,,,,
Soungoutou Magassa,2021-2022,17,Monaco,fr FRA,Coupe de France,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Soungoutou Magassa,2022-2023,18,Monaco,fr FRA,Coupe de France,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Soungoutou Magassa,2023-2024,19,Monaco,fr FRA,Coupe de France,1,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Soungoutou Magassa,2024-2025,20,Monaco,,1. Champions Lg,4,2,183.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,2.0,9.0,2.0,0.49,0.0,0.49,0.49,0.49,0.08,0.04,0.12,0.08,0.12,Matches,,,,,
Folarin Balogun,2020-2021,19,Arsenal,eng ENG,EFL Cup,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Folarin Balogun,2021-2022,20,Middlesbrough,eng ENG,2. Championship,18,9,891,9.9,3,3,6,3,0,0,0,0,3.6,3.6,1.4,5.0,16,23,94,0.30,0.30,0.61,0.30,0.61,0.36,0.14,0.50,0.36,0.50,Matches,,,,,
Folarin Balogun,2022-2023,21,Reims,fr FRA,Coupe de France,2,2,132,1.5,1,0,1,0,1,1,0,0,,,,,,,,0.68,0.00,0.68,0.00,0.00,,,,,,Matches,,,,,
Folarin Balogun,2023-2024,22,Monaco,fr FRA,Coupe de France,3,3,247,2.7,1,0,1,0,1,1,0,0,,,,,,,,0.36,0.00,0.36,0.00,0.00,,,,,,Matches,,,,,
Folarin Balogun,2024-2025,23,Monaco,,1. Champions Lg,3,0,94,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,9,0.00,0.00,0.00,0.00,0.00,0.19,0.09,0.29,0.19,0.29,Matches,,,,,
George Ilenikhena,2022-2023,15,Amiens,fr FRA,Coupe de France,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
George Ilenikhena,2023-2024,16,Antwerp,,1. Champions Lg,6,1,157,1.7,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,1,2,4,0.57,0.00,0.57,0.57,0.57,0.45,0.17,0.62,0.45,0.62,Matches,,,,,
George Ilenikhena,2024-2025,17,Monaco,,1. Champions Lg,5,0,102,1.1,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.5,1,3,6,0.88,0.00,0.88,0.88,0.88,0.41,0.07,0.48,0.41,0.48,Matches,,,,,
Christian Mawissa,2022-2023,17,Toulouse,fr FRA,Coupe de France,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Christian Mawissa,2023-2024,18,Toulouse,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Christian Mawissa,2024-2025,19,Monaco,,1. Champions Lg,3,1,114,1.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Jordan Teze,2020-2021,20,PSV Eindhoven,nl NED,1. Eredivisie,33,31,2825,31.4,0,1,1,0,0,0,3,0,0.1,0.1,2.1,2.2,52,207,59,0.00,0.03,0.03,0.00,0.03,0.00,0.07,0.07,0.00,0.07,Matches,,,,,
Jordan Teze,2021-2022,21,PSV Eindhoven,,3. Conf Lg,6,5,451,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,
Jordan Teze,2022-2023,22,PSV Eindhoven,nl NED,1. Eredivisie,27,23,2012,22.4,0,3,3,0,0,0,2,0,1.3,1.3,3.4,4.8,45,159,52,0.00,0.13,0.13,0.00,0.13,0.06,0.15,0.21,0.06,0.21,Matches,,,,,
Jordan Teze,2023-2024,23,PSV Eindhoven,,1. Champions Lg,8,8,720,8.0,1,0,1,1,0,0,0,0,0.3,0.3,0.9,1.2,8,52,17,0.12,0.00,0.12,0.12,0.12,0.03,0.12,0.15,0.03,0.15,Matches,,,,,
Jordan Teze,2024-2025,24,Monaco,,1. Champions Lg,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Krepin Diatta,2020-2021,21,Club Brugge,,1. Champions Lg,5,5,412,4.6,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.7,21,19,36,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15,Matches,,,,,
Krepin Diatta,2021-2022,22,Monaco,,2. Europa Lg,3,2,196,2.2,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,9,7,34,0.46,0.00,0.46,0.46,0.46,0.33,0.20,0.52,0.33,0.52,Matches,,,,,
Krepin Diatta,2022-2023,23,Monaco,fr FRA,Coupe de France,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Krepin Diatta,2023-2024,24,Monaco,fr FRA,1. Ligue 1,26,12,1206,13.4,0,2,2,0,0,0,2,0,0.5,0.5,1.8,2.3,48,80,95,0.00,0.15,0.15,0.00,0.15,0.04,0.13,0.17,0.04,0.17,Matches,,,,,
Krepin Diatta,2024-2025,25,Monaco,,1. Champions Lg,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.81,0.00,0.81,Matches,,,,,
Eliot Matazo,2020-2021,18,Monaco,fr FRA,Coupe de France,4,3,295,3.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Eliot Matazo,2021-2022,19,Monaco,fr FRA,Coupe de France,4,2,218,2.4,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.41,0.41,0.00,0.41,,,,,,Matches,,,,,
Eliot Matazo,2022-2023,20,Monaco,fr FRA,Coupe de France,1,1,60,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Eliot Matazo,2023-2024,21,Monaco,fr FRA,1. Ligue 1,6,0,102,1.1,0,1,1,0,0,0,2,0,0.1,0.1,1.0,1.1,2,10,2,0.00,0.88,0.88,0.00,0.88,0.07,0.91,0.98,0.07,0.98,Matches,,,,,
Eliot Matazo,2024-2025,22,Monaco,,1. Champions Lg,3,0,27,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,0,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.99,0.99,0.99,Matches,,,,,
Edan Diop,2022-2023,17,Monaco,,2. Europa Lg,1,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.49,Matches,,,,,
Edan Diop,2023-2024,18,Monaco,fr FRA,Coupe de France,2,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Edan Diop,2024-2025,19,Monaco,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Guillermo Maripan,2020-2021,26,Monaco,fr FRA,Coupe de France,3,3,255,2.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Guillermo Maripan,2021-2022,27,Monaco,fr FRA,Coupe de France,3,2,225,2.5,1,0,1,1,0,0,0,0,,,,,,,,0.40,0.00,0.40,0.40,0.40,,,,,,Matches,,,,,
Guillermo Maripan,2022-2023,28,Monaco,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Guillermo Maripan,2023-2024,29,Monaco,fr FRA,Coupe de France,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Guillermo Maripan,2024-2025,30,Torino,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Lucas Chevalier,2020-2021,18,Lille,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Lucas Chevalier,2021-2022,19,Valenciennes,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Lucas Chevalier,2022-2023,20,Lille,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Lucas Chevalier,2023-2024,21,Lille,,3. Conf Lg,7,7,660,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Lucas Chevalier,2024-2025,22,Lille,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Bafode Diakite,2020-2021,19,Toulouse,fr FRA,Coupe de France,3,2,225,2.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Bafode Diakite,2021-2022,20,Toulouse,fr FRA,Coupe de France,3,2,228,2.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Bafode Diakite,2022-2023,21,Lille,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Bafode Diakite,2023-2024,22,Lille,,3. Conf Lg,5,5,421,4.7,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,2,13,1,0.21,0.00,0.21,0.21,0.21,0.25,0.00,0.25,0.25,0.25,Matches,,,,,
Bafode Diakite,2024-2025,23,Lille,,1. Champions Lg,6,5,495,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Alexsandro Ribeiro,2022-2023,22,Lille,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Alexsandro Ribeiro,2023-2024,23,Lille,,3. Conf Lg,9,4,475,5.3,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.2,0.19,0.2,Matches,,,,,
Alexsandro Ribeiro,2024-2025,24,Lille,,1. Champions Lg,6,6,540,6.0,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,1.0,16.0,1.0,0.0,0.17,0.17,0.0,0.17,0.04,0.04,0.08,0.04,0.08,Matches,,,,,
Benjamin Andre,2020-2021,29,Lille,fr FRA,Coupe de France,3,1,114,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Benjamin Andre,2021-2022,30,Lille,,1. Champions Lg,7,7,630,7.0,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.7,5,43,16,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,,,,,
Benjamin Andre,2022-2023,31,Lille,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Benjamin Andre,2023-2024,32,Lille,,3. Conf Lg,10,8,789,8.8,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.4,27,84,15,0.11,0.00,0.11,0.11,0.11,0.13,0.04,0.16,0.13,0.16,Matches,,,,,
Benjamin Andre,2024-2025,33,Lille,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,30,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,
Jonathan David,2020-2021,20,Lille,fr FRA,Coupe de France,3,0,88,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jonathan David,2021-2022,21,Lille,,1. Champions Lg,8,8,674,7.5,3,0,3,2,1,1,0,0,2.9,2.2,0.4,2.6,7,22,47,0.40,0.00,0.40,0.27,0.27,0.39,0.06,0.45,0.29,0.34,Matches,,,,,
Jonathan David,2022-2023,22,Lille,fr FRA,Coupe de France,3,3,238,2.6,2,0,2,1,1,1,1,0,,,,,,,,0.76,0.00,0.76,0.38,0.38,,,,,,Matches,,,,,
Jonathan David,2023-2024,23,Lille,,3. Conf Lg,8,5,529,5.9,3,0,3,2,1,1,0,0,5.6,4.8,0.3,5.1,5,15,36,0.51,0.00,0.51,0.34,0.34,1.01,0.05,1.06,0.86,0.91,Matches,,,,,
Jonathan David,2024-2025,24,Lille,,1. Champions Lg,6,5,449,5.0,4,1,5,2,2,2,2,0,3.7,2.1,0.5,2.7,5,10,32,0.80,0.20,1.00,0.40,0.60,0.75,0.10,0.85,0.43,0.53,Matches,,,,,
Aissa Mandi,2020-2021,28,Betis,es ESP,Copa del Rey,4,4,420,4.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.21,0.21,0.00,0.21,,,,,,Matches,,,,,
Aissa Mandi,2021-2022,29,Villarreal,,1. Champions Lg,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Aissa Mandi,2022-2023,30,Villarreal,,3. Conf Lg,8,8,720,8.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,2,34,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,,,,,
Aissa Mandi,2023-2024,31,Villarreal,es ESP,Copa del Rey,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Aissa Mandi,2024-2025,32,Lille,,1. Champions Lg,4,3,261,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,
Osame Sahraoui,2022-2023,21,Heerenveen,nl NED,1. Eredivisie,15,12,1114,12.4,1,5,6,1,0,0,1,0,1.7,1.7,3.6,5.4,67,56,122,0.08,0.40,0.48,0.08,0.48,0.14,0.29,0.43,0.14,0.43,Matches,,,,,
