Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches
Mario Engels,2020-2021,26,Sandhausen,de GER,2. 2. Bundesliga,0,0,,0.0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,Matches,,,,,
Mario Engels,2021-2022,27,Sparta R'dam,nl NED,1. Eredivisie,29,11,1102,12.2,1,1,2,1,0,0,4,0,2.4,2.4,2.7,5.0,28,9,84,0.08,0.08,0.16,0.08,0.16,0.19,0.22,0.41,0.19,0.41,Matches,,,,,
Mario Engels,2022-2023,28,Sparta R'dam,nl NED,1. Eredivisie,9,0,52,0.6,1,1,2,1,0,0,1,0,0.2,0.2,0.3,0.6,2,0,7,1.73,1.73,3.46,1.73,3.46,0.43,0.56,0.98,0.43,0.98,Matches,,,,,
Mario Engels,2023-2024,29,Heracles Almelo,nl NED,1. Eredivisie,34,15,1598,17.8,5,3,8,5,0,0,4,0,4.1,4.1,2.9,7.0,25,20,95,0.28,0.17,0.45,0.28,0.45,0.23,0.17,0.39,0.23,0.39,Matches,,,,,
Mario Engels,2024-2025,30,Heracles Almelo,nl NED,1. Eredivisie,16,16,1353,15.0,3,2,5,3,0,0,2,0,2.5,2.5,1.9,4.4,27,24,86,0.20,0.13,0.33,0.20,0.33,0.17,0.13,0.29,0.17,0.29,Matches,,,,,
Suf Podgoreanu,2020-2021,18,Roma,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Suf Podgoreanu,2021-2022,19,Spezia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Suf Podgoreanu,2022-2023,20,Maccabi Haifa,,1. Champions Lg,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Suf Podgoreanu,2023-2024,21,Maccabi Haifa,,3. Conf Lg,4,2,203,2.3,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,7,5,13,0.00,0.44,0.44,0.00,0.44,0.01,0.13,0.14,0.01,0.14,Matches,,,,,
Suf Podgoreanu,2024-2025,22,Heracles Almelo,nl NED,1. Eredivisie,14,11,929,10.3,0,1,1,0,0,0,1,0,1.5,1.5,0.6,2.1,26,20,67,0.00,0.10,0.10,0.00,0.10,0.15,0.06,0.20,0.15,0.20,Matches,,,,,
Shiloh t Zand,2023-2024,20,Dordrecht,nl NED,2. Eerste Divisie,,25,2106,23.4,11,3,14,11,0,0,7,0,,,,,,,,0.47,0.13,0.60,0.47,0.60,,,,,,,,4th,35,Matches,
Shiloh t Zand,2024-2025,21,Heracles Almelo,nl NED,1. Eredivisie,,11,917,10.2,1,0,1,1,0,0,1,0,2.2,2.2,0.7,2.8,10,38,26,0.10,0.00,0.10,0.10,0.10,0.21,0.06,0.28,0.21,0.28,,,15th,15,Matches,
Luka Kulenovic,2023-2024,23,Slovan Liberec,cz CZE,1. First League,,27,2229,24.8,7,2,9,7,0,0,1,0,,,,,,,,0.28,0.08,0.36,0.28,0.36,,,,,,,,9th,30,Matches,
Luka Kulenovic,2024-2025,24,Heracles Almelo,nl NED,1. Eredivisie,,10,848,9.4,6,0,6,6,0,0,0,0,3.7,3.7,0.7,4.4,5,19,33,0.64,0.00,0.64,0.64,0.64,0.39,0.08,0.47,0.39,0.47,,,15th,12,Matches,
Daniel van Kaam,2018-2019,18,Groningen,nl NED,1. Eredivisie,,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,8th,1,Matches,
Daniel van Kaam,2019-2020,19,Groningen,nl NED,1. Eredivisie,,9,793,8.8,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,21,52,13,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,,,9th,11,Matches,
Daniel van Kaam,2020-2021,20,Groningen,nl NED,1. Eredivisie,,29,2549,28.3,1,0,1,1,0,0,0,0,1.6,1.6,0.7,2.4,31,143,32,0.04,0.00,0.04,0.04,0.04,0.06,0.03,0.08,0.06,0.08,,,7th,32,Matches,
Daniel van Kaam,2021-2022,21,Groningen,nl NED,1. Eredivisie,,3,492,5.5,1,0,1,1,0,0,0,1,0.3,0.3,0.2,0.5,17,33,15,0.18,0.00,0.18,0.18,0.18,0.05,0.04,0.09,0.05,0.09,,,12th,20,Matches,
Daniel van Kaam,2022-2023,22,Cambuur,nl NED,1. Eredivisie,,26,2308,25.6,1,1,2,1,0,0,1,0,1.5,1.5,2.0,3.5,49,92,64,0.04,0.04,0.08,0.04,0.08,0.06,0.08,0.14,0.06,0.14,,,17th,27,Matches,
Daniel van Kaam,2023-2024,23,Cambuur,nl NED,2. Eerste Divisie,,34,3018,33.5,2,2,4,2,0,0,4,0,,,,,,,,0.06,0.06,0.12,0.06,0.12,,,,,,,,13th,36,Matches,
Daniel van Kaam,2024-2025,24,Heracles Almelo,nl NED,1. Eredivisie,,10,756,8.4,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,8,30,9,0.00,0.12,0.12,0.00,0.12,0.00,0.08,0.08,0.00,0.08,,,15th,14,Matches,
Jan Zamburek,2018-2019,17,Brentford,eng ENG,2. Championship,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Jan Zamburek,2019-2020,18,Brentford,eng ENG,2. Championship,16,1,230,2.6,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.7,8,14,24,0.00,0.39,0.39,0.00,0.39,0.34,0.34,0.68,0.34,0.68,Matches,,,,,
Jan Zamburek,2020-2021,19,Brentford,eng ENG,2. Championship,6,0,55,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,5,2,0.00,1.64,1.64,0.00,1.64,0.00,1.06,1.06,0.00,1.06,Matches,,,,,
Jan Zamburek,2021-2022,20,Viborg,dk DEN,1. Danish Superliga,13,3,355,3.9,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.25,0.25,0.00,0.25,,,,,,Matches,,,,,
Jan Zamburek,2022-2023,21,Viborg,dk DEN,1. Danish Superliga,19,4,619,6.9,1,1,2,1,0,0,0,0,,,,,,,,0.15,0.15,0.29,0.15,0.29,,,,,,Matches,,,,,
Jan Zamburek,2023-2024,22,Viborg,dk DEN,1. Danish Superliga,3,0,101,1.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jan Zamburek,2024-2025,23,Heracles Almelo,nl NED,1. Eredivisie,8,6,487,5.4,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,5,21,8,0.00,0.18,0.18,0.00,0.18,0.00,0.12,0.12,0.00,0.12,Matches,,,,,
Juho Talvitie,2021-2022,16,Lommel SK,be BEL,2. First Division B,,0,74,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,6,Matches,
Juho Talvitie,2022-2023,17,Lommel SK,be BEL,2. Pro League B,,6,614,6.8,3,0,3,3,0,0,2,0,,,,,,,,0.44,0.00,0.44,0.44,0.44,,,,,,,,7th,17,Matches,
Juho Talvitie,2023-2024,18,Lommel SK,be BEL,2. Pro League B,,23,1998,22.2,3,2,5,3,0,0,2,0,,,,,,,,0.14,0.09,0.23,0.14,0.23,,,,,,,,4th,29,Matches,
Juho Talvitie,2024-2025,19,Heracles Almelo,nl NED,1. Eredivisie,,5,536,6.0,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.1,14,5,26,0.17,0.00,0.17,0.17,0.17,0.16,0.03,0.19,0.16,0.19,,,15th,13,Matches,
Lorenzo Milani,2020-2021,19,Pontedera,it ITA,Coppa Italia,1,0,7,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Lorenzo Milani,2023-2024,22,Pescara,it ITA,Coppa Italia,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Lorenzo Milani,2024-2025,23,Heracles Almelo,nl NED,1. Eredivisie,5,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,5,3,6,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,,,,,
Giandro Sambo,2024-2025,17,Heracles Almelo,nl NED,1. Eredivisie,,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15th,2,Matches,
Robin Mantel,2018-2019,17,Lokeren,be BEL,1. First Division A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16th,0,,Matches
Robin Mantel,2019-2020,18,Lokeren,be BEL,2. First Division B,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th,0,,Matches
Robin Mantel,2020-2021,19,Helmond Sport,nl NED,2. Eerste Divisie,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,12th,1,,Matches
Robin Mantel,2021-2022,20,Helmond Sport,nl NED,2. Eerste Divisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20th,0,,Matches
Robin Mantel,2022-2023,21,Helmond Sport,nl NED,2. Eerste Divisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16th,0,,Matches
Robin Mantel,2023-2024,22,Helmond Sport,nl NED,2. Eerste Divisie,,1,122,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,11th,2,,Matches
Robin Mantel,2024-2025,23,Heracles Almelo,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15th,0,,Matches
Nick Olij,2014-2015,18,AZ Alkmaar,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd,0,Matches,
Nick Olij,2015-2016,19,AZ Alkmaar,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4th,0,Matches,
Nick Olij,2016-2017,20,AZ Alkmaar,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th,0,Matches,
Nick Olij,2017-2018,21,AZ Alkmaar,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd,0,Matches,
Nick Olij,2018-2019,22,Oss,nl NED,2. Eerste Divisie,,31,2727,30.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,31,Matches,
Nick Olij,2019-2020,23,NAC Breda,nl NED,2. Eerste Divisie,,29,2610,29.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,5th,29,Matches,
Nick Olij,2020-2021,24,NAC Breda,nl NED,2. Eerste Divisie,,34,3060,34.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,5th,34,Matches,
Nick Olij,2021-2022,25,NAC Breda,nl NED,2. Eerste Divisie,,38,3420,38.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,8th,38,Matches,
Nick Olij,2022-2023,26,Sparta R'dam,nl NED,1. Eredivisie,,32,2880,32.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,,,6th,32,Matches,
Nick Olij,2023-2024,27,Sparta R'dam,nl NED,1. Eredivisie,,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,8th,34,Matches,
Nick Olij,2024-2025,28,Sparta R'dam,nl NED,1. Eredivisie,,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,,,16th,17,Matches,
Pelle Clement,2015-2016,19,Jong Ajax,nl NED,2. Eerste Divisie,30,23,2175,24.2,1,3,4,1,0,0,2,0,,,,,,,,0.04,0.12,0.17,0.04,0.17,,,,,,Matches,,,,,
Pelle Clement,2016-2017,20,Jong Ajax,nl NED,2. Eerste Divisie,23,22,1825,20.3,5,6,11,5,0,0,0,0,,,,,,,,0.25,0.30,0.54,0.25,0.54,,,,,,Matches,,,,,
Pelle Clement,2017-2018,21,Reading,eng ENG,2. Championship,23,10,1077,12.0,0,2,2,0,0,0,2,0,,,,,,,,0.00,0.17,0.17,0.00,0.17,,,,,,Matches,,,,,
Pelle Clement,2018-2019,22,Reading,eng ENG,2. Championship,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Pelle Clement,2019-2020,23,Zwolle,nl NED,1. Eredivisie,24,24,2082,23.1,3,3,6,3,0,0,6,0,2.8,2.8,3.0,5.8,56,124,51,0.13,0.13,0.26,0.13,0.26,0.12,0.13,0.25,0.12,0.25,Matches,,,,,
Pelle Clement,2020-2021,24,Zwolle,nl NED,1. Eredivisie,23,13,1293,14.4,2,2,4,2,0,0,0,1,1.7,1.7,0.9,2.6,28,65,58,0.14,0.14,0.28,0.14,0.28,0.12,0.06,0.18,0.12,0.18,Matches,,,,,
Pelle Clement,2021-2022,25,Zwolle,nl NED,1. Eredivisie,19,18,1368,15.2,0,2,2,0,0,0,2,0,0.8,0.8,3.2,4.0,48,74,98,0.00,0.13,0.13,0.00,0.13,0.06,0.21,0.26,0.06,0.26,Matches,,,,,
Pelle Clement,2022-2023,26,RKC Waalwijk,nl NED,1. Eredivisie,33,30,2368,26.3,2,2,4,2,0,0,1,0,3.1,3.1,3.5,6.7,57,121,112,0.08,0.08,0.15,0.08,0.15,0.12,0.13,0.25,0.12,0.25,Matches,,,,,
Pelle Clement,2023-2024,27,Sparta R'dam,nl NED,1. Eredivisie,29,21,1900,21.1,2,4,6,2,0,0,4,0,2.3,2.3,2.5,4.8,34,89,86,0.09,0.19,0.28,0.09,0.28,0.11,0.12,0.23,0.11,0.23,Matches,,,,,
Pelle Clement,2024-2025,28,Sparta R'dam,nl NED,1. Eredivisie,16,16,1205,13.4,2,1,3,2,0,0,6,0,1.3,1.3,1.6,2.9,18,73,33,0.15,0.07,0.22,0.15,0.22,0.10,0.12,0.22,0.10,0.22,Matches,,,,,
Mike Eerdhuijzen,2018-2019,18,Volendam,nl NED,2. Eerste Divisie,,0,23,0.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,16th,1,Matches,
Mike Eerdhuijzen,2019-2020,19,Volendam,nl NED,2. Eerste Divisie,,12,944,10.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,3rd,12,Matches,
Mike Eerdhuijzen,2020-2021,20,Volendam,nl NED,2. Eerste Divisie,,8,952,10.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,22,Matches,
Mike Eerdhuijzen,2021-2022,21,Volendam,nl NED,2. Eerste Divisie,,6,606,6.7,1,1,2,1,0,0,3,0,,,,,,,,0.15,0.15,0.30,0.15,0.30,,,,,,,,2nd,22,Matches,
Mike Eerdhuijzen,2022-2023,22,Sparta R'dam,nl NED,1. Eredivisie,,12,1183,13.1,0,1,1,0,0,0,5,0,0.2,0.2,0.7,0.9,9,46,5,0.00,0.08,0.08,0.00,0.08,0.02,0.05,0.07,0.02,0.07,,,6th,25,Matches,
Mike Eerdhuijzen,2023-2024,23,Sparta R'dam,nl NED,1. Eredivisie,,15,1319,14.7,1,0,1,1,0,0,1,0,0.7,0.7,0.4,1.1,15,69,6,0.07,0.00,0.07,0.07,0.07,0.05,0.03,0.08,0.05,0.08,,,8th,19,Matches,
Mike Eerdhuijzen,2024-2025,24,Sparta R'dam,nl NED,1. Eredivisie,,15,1324,14.7,0,0,0,0,0,0,5,1,0.5,0.5,0.2,0.7,19,106,8,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,,,16th,15,Matches,
Tobias Lauritsen,2022-2023,24,Sparta R'dam,nl NED,1. Eredivisie,,34,2956,32.8,12,5,17,12,0,0,4,0,11.2,11.2,3.0,14.2,24,67,133,0.37,0.15,0.52,0.37,0.52,0.34,0.09,0.43,0.34,0.43,,,6th,34,Matches,
Tobias Lauritsen,2023-2024,25,Sparta R'dam,nl NED,1. Eredivisie,,29,2485,27.6,12,9,21,9,3,3,2,0,12.9,10.6,3.8,14.3,14,75,147,0.43,0.33,0.76,0.33,0.65,0.47,0.14,0.60,0.38,0.52,,,8th,31,Matches,
Tobias Lauritsen,2024-2025,26,Sparta R'dam,nl NED,1. Eredivisie,,15,1239,13.8,4,1,5,3,1,1,0,0,4.6,3.8,1.3,5.1,6,28,62,0.29,0.07,0.36,0.22,0.29,0.33,0.09,0.42,0.27,0.37,,,16th,16,Matches,
Mohamed Nassoh,2020-2021,17,Jong PSV,nl NED,2. Eerste Divisie,,0,62,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,14th,4,Matches,
Mohamed Nassoh,2021-2022,18,Jong PSV,nl NED,2. Eerste Divisie,,17,1566,17.4,3,3,6,3,0,0,2,0,,,,,,,,0.17,0.17,0.34,0.17,0.34,,,,,,,,12th,30,Matches,
Mohamed Nassoh,2022-2023,19,PSV Eindhoven,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd,0,Matches,
Mohamed Nassoh,2023-2024,20,Jong PSV,nl NED,2. Eerste Divisie,,36,3252,36.1,10,3,13,8,2,2,2,0,,,,,,,,0.28,0.08,0.36,0.22,0.30,,,,,,,,16th,37,Matches,
Mohamed Nassoh,2024-2025,21,Sparta R'dam,nl NED,1. Eredivisie,,13,1183,13.1,1,1,2,1,0,0,0,0,1.5,1.5,2.3,3.8,54,79,114,0.08,0.08,0.15,0.08,0.15,0.11,0.18,0.29,0.11,0.29,,,16th,16,Matches,
Joshua Kitolano,2022-2023,20,Sparta R'dam,nl NED,1. Eredivisie,,29,2651,29.5,4,2,6,4,0,0,2,0,3.6,3.6,0.9,4.5,29,77,60,0.14,0.07,0.20,0.14,0.20,0.12,0.03,0.15,0.12,0.15,,,6th,34,Matches,
Joshua Kitolano,2023-2024,21,Sparta R'dam,nl NED,1. Eredivisie,,24,2106,23.4,5,2,7,3,2,2,2,0,3.7,2.1,2.6,4.8,28,97,50,0.21,0.09,0.30,0.13,0.21,0.16,0.11,0.27,0.09,0.20,,,8th,24,Matches,
Joshua Kitolano,2024-2025,22,Sparta R'dam,nl NED,1. Eredivisie,,11,967,10.7,0,2,2,0,0,0,1,0,1.7,1.7,0.8,2.6,12,45,32,0.00,0.19,0.19,0.00,0.19,0.16,0.08,0.24,0.16,0.24,,,16th,16,Matches,
Boyd Reith,2020-2021,21,Helmond Sport,nl NED,2. Eerste Divisie,,36,3237,36.0,0,7,7,0,0,0,8,0,,,,,,,,0.00,0.19,0.19,0.00,0.19,,,,,,,,12th,36,Matches,
Boyd Reith,2021-2022,22,Helmond Sport,nl NED,2. Eerste Divisie,,35,3125,34.7,2,3,5,2,0,0,4,0,,,,,,,,0.06,0.09,0.14,0.06,0.14,,,,,,,,20th,35,Matches,
Boyd Reith,2022-2023,23,Roda JC,nl NED,2. Eerste Divisie,,31,2818,31.3,1,1,2,1,0,0,6,0,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,,,15th,35,Matches,
Boyd Reith,2023-2024,24,Roda JC,nl NED,2. Eerste Divisie,,37,3330,37.0,1,5,6,1,0,0,7,0,,,,,,,,0.03,0.14,0.16,0.03,0.16,,,,,,,,3rd,37,Matches,
Boyd Reith,2024-2025,25,Sparta R'dam,nl NED,1. Eredivisie,,9,824,9.2,0,0,0,0,0,0,2,0,0.2,0.2,0.7,0.9,13,41,63,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,,,16th,12,Matches,
Julian Baas,2020-2021,18,Excelsior,nl NED,2. Eerste Divisie,,20,1913,21.3,3,1,4,3,0,0,3,1,,,,,,,,0.14,0.05,0.19,0.14,0.19,,,,,,,,9th,31,Matches,
Julian Baas,2021-2022,19,Excelsior,nl NED,2. Eerste Divisie,,27,2418,26.9,2,6,8,2,0,0,1,0,,,,,,,,0.07,0.22,0.30,0.07,0.30,,,,,,,,6th,37,Matches,
Julian Baas,2022-2023,20,Excelsior,nl NED,1. Eredivisie,,27,2457,27.3,3,5,8,3,0,0,4,0,2.3,2.3,3.2,5.5,14,74,52,0.11,0.18,0.29,0.11,0.29,0.08,0.12,0.20,0.08,0.20,,,15th,33,Matches,
Julian Baas,2023-2024,21,Excelsior,nl NED,1. Eredivisie,,33,2882,32.0,2,2,4,1,1,1,8,0,1.7,0.9,3.4,4.3,20,95,46,0.06,0.06,0.12,0.03,0.09,0.05,0.11,0.16,0.03,0.14,,,16th,33,Matches,
Julian Baas,2024-2025,22,Sparta R'dam,nl NED,1. Eredivisie,,9,811,9.0,0,2,2,0,0,0,0,0,0.1,0.1,1.1,1.3,6,43,6,0.00,0.22,0.22,0.00,0.22,0.02,0.13,0.14,0.02,0.14,,,16th,12,Matches,
Marvin Young,2024-2025,18,Sparta R'dam,nl NED,1. Eredivisie,,8,754,8.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,28,8,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,,,16th,10,Matches,
Teo Quintero,2021-2022,22,Sabadell,es ESP,Copa del Rey,1,1,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Teo Quintero,2022-2023,23,KMSK Deinze,be BEL,2. Pro League B,22,21,1929,21.4,3,0,3,3,0,0,8,0,,,,,,,,0.14,0.00,0.14,0.14,0.14,,,,,,Matches,,,,,
Teo Quintero,2023-2024,24,KMSK Deinze,be BEL,2. Pro League B,29,28,2439,27.1,6,2,8,6,0,0,8,0,,,,,,,,0.22,0.07,0.30,0.22,0.30,,,,,,Matches,,,,,
Teo Quintero,2024-2025,25,Sparta R'dam,nl NED,1. Eredivisie,7,6,444,4.9,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,21,0,0.20,0.00,0.20,0.20,0.20,0.06,0.00,0.06,0.06,0.06,Matches,,,,,
Charles Andreas Brym,2019-2020,20,B-SAD,pt POR,1. Primeira Liga,,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,15th,1,Matches,
Charles Andreas Brym,2020-2021,21,Excel Mouscron,be BEL,1. First Division A,,2,201,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,7,12,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,,,18th,7,Matches,
Charles Andreas Brym,2021-2022,22,FC Eindhoven,nl NED,2. Eerste Divisie,,22,1943,21.6,8,1,9,8,0,1,5,0,,,,,,,,0.37,0.05,0.42,0.37,0.42,,,,,,,,3rd,26,Matches,
Charles Andreas Brym,2022-2023,23,FC Eindhoven,nl NED,2. Eerste Divisie,,29,2424,26.9,11,9,20,11,0,0,9,2,,,,,,,,0.41,0.33,0.74,0.41,0.74,,,,,,,,8th,29,Matches,
Charles Andreas Brym,2023-2024,24,Sparta R'dam,nl NED,1. Eredivisie,,12,1379,15.3,4,2,6,4,0,0,1,0,4.1,4.1,2.3,6.3,37,40,94,0.26,0.13,0.39,0.26,0.39,0.26,0.15,0.41,0.26,0.41,,,8th,31,Matches,
Charles Andreas Brym,2024-2025,25,Sparta R'dam,nl NED,1. Eredivisie,,2,308,3.4,0,1,1,0,0,0,0,0,1.8,1.8,1.1,2.9,7,3,24,0.00,0.29,0.29,0.00,0.29,0.54,0.31,0.85,0.54,0.85,,,16th,12,Matches,
Kayky Chagas,2021-2022,18,Manchester City,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Kayky Chagas,2022-2023,19,Paços,pt POR,1. Primeira Liga,8,3,273,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,8,6,13,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19,Matches,,,,,
Kayky Chagas,2024-2025,21,Sparta R'dam,nl NED,1. Eredivisie,5,2,111,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,6,3,12,0.00,0.00,0.00,0.00,0.00,0.35,0.07,0.42,0.35,0.42,Matches,,,,,
Mike Kleijn,2024-2025,19,Sparta R'dam,nl NED,1. Eredivisie,,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,,,16th,4,Matches,
Ayoub Oufkir,2024-2025,18,Sparta R'dam,nl NED,1. Eredivisie,,0,48,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,2,5,8,0.0,1.87,1.87,0.0,1.87,0.13,0.34,0.47,0.13,0.47,,,16th,6,Matches,
Jonathan de Guzman,2010-2011,22,Mallorca,es ESP,1. La Liga,,33,2855,31.7,5,5,10,4,1,1,6,1,,,,,,,,0.16,0.16,0.32,0.13,0.28,,,,,,Matches,33,,,,
Jonathan de Guzman,2011-2012,23,Villarreal,,1. Champions Lg,,6,472,5.2,1,0,1,1,0,0,1,0,,,,,,,,0.19,0.00,0.19,0.19,0.19,,,,,,Matches,6,,,,
Jonathan de Guzman,2012-2013,24,Swansea City,eng ENG,1. Premier League,,33,2848,31.6,5,6,11,5,0,0,6,0,,,,,,,,0.16,0.19,0.35,0.16,0.35,,,,,,Matches,37,,,,
Jonathan de Guzman,2013-2014,25,Swansea City,,2. Europa Lg,,5,519,5.8,2,0,2,2,0,0,1,0,,,,,,,,0.35,0.00,0.35,0.35,0.35,,,,,,Matches,7,,,,
Jonathan de Guzman,2014-2015,26,Napoli,it ITA,Coppa Italia,,2,213,2.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,3,,,,
